"GEOID","Region"
"40083600700","Oklahoma City"
"40083600400","Oklahoma City"
"40083600300","Oklahoma City"
"40083600600","Oklahoma City"
"40083600800","Oklahoma City"
"40083600200","Oklahoma City"
"40083600100","Oklahoma City"
"40083600500","Oklahoma City"
"40109103200","Oklahoma City"
"40109100400","Oklahoma City"
"40109102800","Oklahoma City"
"40109107805","Oklahoma City"
"40109106609","Oklahoma City"
"40109107220","Oklahoma City"
"40109107806","Oklahoma City"
"40109103000","Oklahoma City"
"40109102900","Oklahoma City"
"40109104000","Oklahoma City"
"40109108512","Oklahoma City"
"40109100500","Oklahoma City"
"40109103300","Oklahoma City"
"40109107219","Oklahoma City"
"40109108707","Oklahoma City"
"40109108708","Oklahoma City"
"40109108011","Oklahoma City"
"40109108009","Oklahoma City"
"40109103400","Oklahoma City"
"40109108107","Oklahoma City"
"40109108101","Oklahoma City"
"40109108508","Oklahoma City"
"40109108706","Oklahoma City"
"40109103900","Oklahoma City"
"40109101700","Oklahoma City"
"40109106610","Oklahoma City"
"40109107807","Oklahoma City"
"40109106606","Oklahoma City"
"40109102300","Oklahoma City"
"40109108303","Oklahoma City"
"40109108704","Oklahoma City"
"40109108506","Oklahoma City"
"40109102500","Oklahoma City"
"40109102600","Oklahoma City"
"40109108709","Oklahoma City"
"40109100300","Oklahoma City"
"40109107001","Oklahoma City"
"40109107808","Oklahoma City"
"40109107221","Oklahoma City"
"40109100600","Oklahoma City"
"40109106913","Oklahoma City"
"40109106910","Oklahoma City"
"40109102200","Oklahoma City"
"40109108010","Oklahoma City"
"40109102400","Oklahoma City"
"40109103800","Oklahoma City"
"40109106503","Oklahoma City"
"40109102700","Oklahoma City"
"40109101500","Oklahoma City"
"40109108507","Oklahoma City"
"40109107218","Oklahoma City"
"40109106607","Oklahoma City"
"40109106608","Oklahoma City"
"40109106912","Oklahoma City"
"40109106911","Oklahoma City"
"40109100800","Oklahoma City"
"40109108603","Oklahoma City"
"40109108008","Oklahoma City"
"40109101200","Oklahoma City"
"40109101300","Oklahoma City"
"40109106601","Oklahoma City"
"40109107804","Oklahoma City"
"40109108213","Oklahoma City"
"40109101600","Oklahoma City"
"40109108216","Oklahoma City"
"40109108217","Oklahoma City"
"40109100700","Oklahoma City"
"40109107222","Oklahoma City"
"40109102100","Oklahoma City"
"40109108201","Oklahoma City"
"40109101100","Oklahoma City"
"40109107704","Oklahoma City"
"40109107705","Oklahoma City"
"40109107706","Oklahoma City"
"40109108106","Oklahoma City"
"40109106915","Oklahoma City"
"40109108310","Oklahoma City"
"40109107002","Oklahoma City"
"40109107809","Oklahoma City"
"40109108109","Oklahoma City"
"40109108703","Oklahoma City"
"40109109001","Oklahoma City"
"40109108701","Oklahoma City"
"40109107703","Oklahoma City"
"40109108504","Oklahoma City"
"40109108403","Oklahoma City"
"40109109202","Oklahoma City"
"40109106914","Oklahoma City"
"40109106602","Oklahoma City"
"40109100200","Oklahoma City"
"40109106604","Oklahoma City"
"40109107217","Oklahoma City"
"40109104100","Oklahoma City"
"40109108511","Oklahoma City"
"40109108110","Oklahoma City"
"40109107223","Oklahoma City"
"40109107302","Oklahoma City"
"40109108203","Oklahoma City"
"40109108204","Oklahoma City"
"40109108206","Oklahoma City"
"40109109100","Oklahoma City"
"40109108208","Oklahoma City"
"40109101400","Oklahoma City"
"40109107405","Oklahoma City"
"40109107500","Oklahoma City"
"40109107601","Oklahoma City"
"40109101800","Oklahoma City"
"40109101900","Oklahoma City"
"40109102000","Oklahoma City"
"40109107607","Oklahoma City"
"40109108221","Oklahoma City"
"40109108301","Oklahoma City"
"40109108302","Oklahoma City"
"40109108304","Oklahoma City"
"40109107707","Oklahoma City"
"40109107801","Oklahoma City"
"40109105907","Oklahoma City"
"40109106000","Oklahoma City"
"40109106100","Oklahoma City"
"40109103500","Oklahoma City"
"40109108900","Oklahoma City"
"40109107810","Oklahoma City"
"40109103601","Oklahoma City"
"40109108404","Oklahoma City"
"40109108402","Oklahoma City"
"40109103700","Oklahoma City"
"40109108007","Oklahoma City"
"40109108006","Oklahoma City"
"40109107213","Oklahoma City"
"40109109201","Oklahoma City"
"40109100100","Oklahoma City"
"40109107216","Oklahoma City"
"40109105300","Oklahoma City"
"40109105400","Oklahoma City"
"40109104200","Oklahoma City"
"40109108113","Oklahoma City"
"40109108114","Oklahoma City"
"40109100900","Oklahoma City"
"40109101000","Oklahoma City"
"40109107305","Oklahoma City"
"40109108207","Oklahoma City"
"40109107401","Oklahoma City"
"40109105100","Oklahoma City"
"40109105201","Oklahoma City"
"40109108215","Oklahoma City"
"40109106803","Oklahoma City"
"40109108801","Oklahoma City"
"40109108218","Oklahoma City"
"40109108219","Oklahoma City"
"40109108220","Oklahoma City"
"40109106909","Oklahoma City"
"40109108602","Oklahoma City"
"40109105903","Oklahoma City"
"40109105904","Oklahoma City"
"40109108307","Oklahoma City"
"40109108309","Oklahoma City"
"40109106801","Oklahoma City"
"40109107215","Oklahoma City"
"40109107214","Oklahoma City"
"40109106804","Oklahoma City"
"40109108802","Oklahoma City"
"40109107209","Oklahoma City"
"40109107210","Oklahoma City"
"40109103602","Oklahoma City"
"40109108003","Oklahoma City"
"40109106501","Oklahoma City"
"40109106502","Oklahoma City"
"40109107212","Oklahoma City"
"40109105000","Oklahoma City"
"40109105906","Oklahoma City"
"40109106802","Oklahoma City"
"40109107403","Oklahoma City"
"40109107404","Oklahoma City"
"40109106902","Oklahoma City"
"40109106903","Oklahoma City"
"40109104300","Oklahoma City"
"40109106702","Oklahoma City"
"40109104600","Oklahoma City"
"40109104700","Oklahoma City"
"40109104800","Oklahoma City"
"40109107306","Oklahoma City"
"40109105905","Oklahoma City"
"40109106707","Oklahoma City"
"40109108521","Oklahoma City"
"40109106706","Oklahoma City"
"40109108523","Oklahoma City"
"40109105202","Oklahoma City"
"40109106200","Oklahoma City"
"40109106906","Oklahoma City"
"40109106907","Oklahoma City"
"40109107605","Oklahoma City"
"40109107606","Oklahoma City"
"40109109003","Oklahoma City"
"40109109004","Oklahoma City"
"40109104900","Oklahoma City"
"40109108513","Oklahoma City"
"40109106705","Oklahoma City"
"40109108803","Oklahoma City"
"40109108514","Oklahoma City"
"40109106708","Oklahoma City"
"40109108526","Oklahoma City"
"40109105800","Oklahoma City"
"40109108804","Oklahoma City"
"40109107900","Oklahoma City"
"40109107207","Oklahoma City"
"40109106403","Oklahoma City"
"40109107303","Oklahoma City"
"40109108005","Oklahoma City"
"40109107211","Oklahoma City"
"40109108525","Oklahoma City"
"40109108527","Oklahoma City"
"40109105500","Oklahoma City"
"40109108519","Oklahoma City"
"40109104500","Oklahoma City"
"40109108317","Oklahoma City"
"40109108318","Oklahoma City"
"40109104400","Oklahoma City"
"40109106401","Oklahoma City"
"40109108520","Oklahoma City"
"40109108524","Oklahoma City"
"40109106704","Oklahoma City"
"40109107604","Oklahoma City"
"40109105700","Oklahoma City"
"40109108530","Oklahoma City"
"40109107101","Oklahoma City"
"40109106402","Oklahoma City"
"40109107103","Oklahoma City"
"40109108515","Oklahoma City"
"40109108601","Oklahoma City"
"40109108316","Oklahoma City"
"40109106303","Oklahoma City"
"40109107206","Oklahoma City"
"40109107104","Oklahoma City"
"40109108529","Oklahoma City"
"40109108315","Oklahoma City"
"40109108528","Oklahoma City"
"40109105600","Oklahoma City"
"40109108314","Oklahoma City"
"40109106301","Oklahoma City"
"40109106302","Oklahoma City"
"40109108313","Oklahoma City"
"45015020405","Charleston"
"45015020808","Charleston"
"45015020710","Charleston"
"45015020403","Charleston"
"45015020401","Charleston"
"45015020807","Charleston"
"45015020404","Charleston"
"45015020713","Charleston"
"45015020506","Charleston"
"45015020806","Charleston"
"45015980100","Charleston"
"45015020707","Charleston"
"45015020904","Charleston"
"45015020503","Charleston"
"45015020302","Charleston"
"45015020804","Charleston"
"45015020809","Charleston"
"45015020102","Charleston"
"45015020716","Charleston"
"45015020711","Charleston"
"45015020101","Charleston"
"45015020715","Charleston"
"45015020725","Charleston"
"45015021000","Charleston"
"45015020201","Charleston"
"45015020903","Charleston"
"45015020724","Charleston"
"45015020301","Charleston"
"45015020504","Charleston"
"45015020505","Charleston"
"45015020812","Charleston"
"45015020714","Charleston"
"45015020202","Charleston"
"45015020901","Charleston"
"45015020717","Charleston"
"45015020722","Charleston"
"45015020723","Charleston"
"45015020721","Charleston"
"45015020811","Charleston"
"45015020712","Charleston"
"45015020600","Charleston"
"45015020718","Charleston"
"45015020720","Charleston"
"45015020719","Charleston"
"45015020810","Charleston"
"45019000500","Charleston"
"45019002614","Charleston"
"45019002604","Charleston"
"45019005400","Charleston"
"45019002613","Charleston"
"45019000400","Charleston"
"45019003104","Charleston"
"45019000200","Charleston"
"45019002605","Charleston"
"45019002502","Charleston"
"45019002606","Charleston"
"45019002300","Charleston"
"45019002400","Charleston"
"45019002612","Charleston"
"45019004609","Charleston"
"45019002701","Charleston"
"45019002004","Charleston"
"45019005300","Charleston"
"45019002611","Charleston"
"45019003000","Charleston"
"45019005000","Charleston"
"45019000100","Charleston"
"45019004608","Charleston"
"45019005200","Charleston"
"45019002002","Charleston"
"45019005100","Charleston"
"45019003105","Charleston"
"45019002900","Charleston"
"45019002200","Charleston"
"45019002003","Charleston"
"45019002105","Charleston"
"45019004607","Charleston"
"45019003200","Charleston"
"45019004400","Charleston"
"45019004606","Charleston"
"45019004610","Charleston"
"45019000600","Charleston"
"45019004902","Charleston"
"45019001902","Charleston"
"45019004000","Charleston"
"45019004300","Charleston"
"45019003115","Charleston"
"45019004901","Charleston"
"45019001901","Charleston"
"45019003114","Charleston"
"45019005500","Charleston"
"45019000900","Charleston"
"45019002104","Charleston"
"45019003500","Charleston"
"45019001500","Charleston"
"45019003111","Charleston"
"45019001600","Charleston"
"45019003110","Charleston"
"45019001100","Charleston"
"45019002005","Charleston"
"45019000700","Charleston"
"45019004800","Charleston"
"45019003400","Charleston"
"45019990100","Charleston"
"45019003900","Charleston"
"45019003109","Charleston"
"45019002103","Charleston"
"45019004702","Charleston"
"45019003300","Charleston"
"45019002802","Charleston"
"45019003113","Charleston"
"45019003108","Charleston"
"45019002101","Charleston"
"45019003106","Charleston"
"45019003107","Charleston"
"45019002801","Charleston"
"45019002007","Charleston"
"45019004613","Charleston"
"45019001000","Charleston"
"45019005600","Charleston"
"45019004614","Charleston"
"45019005800","Charleston"
"45019004612","Charleston"
"45019004701","Charleston"
"45019003600","Charleston"
"45019005700","Charleston"
"45019003800","Charleston"
"45019003700","Charleston"
"45019004611","Charleston"
"45019002702","Charleston"
"45019002006","Charleston"
"45035010700","Charleston"
"45035010605","Charleston"
"45035010809","Charleston"
"45035010801","Charleston"
"45035010606","Charleston"
"45035010400","Charleston"
"45035010300","Charleston"
"45035010813","Charleston"
"45035010807","Charleston"
"45035010505","Charleston"
"45035010200","Charleston"
"45035010820","Charleston"
"45035010808","Charleston"
"45035010603","Charleston"
"45035010816","Charleston"
"45035010819","Charleston"
"45035010818","Charleston"
"45035010504","Charleston"
"45035010815","Charleston"
"45035010100","Charleston"
"45035010817","Charleston"
"45035010503","Charleston"
"45035010501","Charleston"
"45035010604","Charleston"
"45035010814","Charleston"
"51001990200","Virginia Beach"
"51001990100","Virginia Beach"
"51001090600","Virginia Beach"
"51001090800","Virginia Beach"
"51001980100","Virginia Beach"
"51001090200","Virginia Beach"
"51001980200","Virginia Beach"
"51001090100","Virginia Beach"
"51001090300","Virginia Beach"
"51001090500","Virginia Beach"
"51001090700","Virginia Beach"
"51001090400","Virginia Beach"
"51035080300","Richmond"
"51035080602","Richmond"
"51035080200","Richmond"
"51035080100","Richmond"
"51035080400","Richmond"
"51035080500","Richmond"
"51035080601","Richmond"
"51041100815","Richmond"
"51041101013","Richmond"
"51041100507","Richmond"
"51041100508","Richmond"
"51041100505","Richmond"
"51041100814","Richmond"
"51041100407","Richmond"
"51041100409","Richmond"
"51041101012","Richmond"
"51041100410","Richmond"
"51041101011","Richmond"
"51041100823","Richmond"
"51041100928","Richmond"
"51041100812","Richmond"
"51041100931","Richmond"
"51041100804","Richmond"
"51041100406","Richmond"
"51041100506","Richmond"
"51041100807","Richmond"
"51041100930","Richmond"
"51041100107","Richmond"
"51041100924","Richmond"
"51041100929","Richmond"
"51041100703","Richmond"
"51041100405","Richmond"
"51041101010","Richmond"
"51041100806","Richmond"
"51041100902","Richmond"
"51041100106","Richmond"
"51041100907","Richmond"
"51041100702","Richmond"
"51041100210","Richmond"
"51041100404","Richmond"
"51041100300","Richmond"
"51041100932","Richmond"
"51041101004","Richmond"
"51041100926","Richmond"
"51041101009","Richmond"
"51041100822","Richmond"
"51041100205","Richmond"
"51041100206","Richmond"
"51041100927","Richmond"
"51041100510","Richmond"
"51041100403","Richmond"
"51041100819","Richmond"
"51041100805","Richmond"
"51041100821","Richmond"
"51041100923","Richmond"
"51041100209","Richmond"
"51041101008","Richmond"
"51041100921","Richmond"
"51041100919","Richmond"
"51041101007","Richmond"
"51041100910","Richmond"
"51041100934","Richmond"
"51041100922","Richmond"
"51041100509","Richmond"
"51041100920","Richmond"
"51041100816","Richmond"
"51041100912","Richmond"
"51041100701","Richmond"
"51041100933","Richmond"
"51041100935","Richmond"
"51041100600","Richmond"
"51041100818","Richmond"
"51041101003","Richmond"
"51041100936","Richmond"
"51041100817","Richmond"
"51041100208","Richmond"
"51041100915","Richmond"
"51041100820","Richmond"
"51053980100","Richmond"
"51053840300","Richmond"
"51053840400","Richmond"
"51053840600","Richmond"
"51053840200","Richmond"
"51053840500","Richmond"
"51053840100","Richmond"
"51075400200","Richmond"
"51075400100","Richmond"
"51075400400","Richmond"
"51075400500","Richmond"
"51075400300","Richmond"
"51081880101","Richmond"
"51081880200","Richmond"
"51081880102","Richmond"
"51085320702","Richmond"
"51085320200","Richmond"
"51085320100","Richmond"
"51085321201","Richmond"
"51085321001","Richmond"
"51085320801","Richmond"
"51085320701","Richmond"
"51085320300","Richmond"
"51085321100","Richmond"
"51085321002","Richmond"
"51085320804","Richmond"
"51085321403","Richmond"
"51085321202","Richmond"
"51085320400","Richmond"
"51085320805","Richmond"
"51085320500","Richmond"
"51085320601","Richmond"
"51085320900","Richmond"
"51085321401","Richmond"
"51085320803","Richmond"
"51085321402","Richmond"
"51085320602","Richmond"
"51085321300","Richmond"
"51087200123","Richmond"
"51087201002","Richmond"
"51087201501","Richmond"
"51087200121","Richmond"
"51087200116","Richmond"
"51087200801","Richmond"
"51087200122","Richmond"
"51087200124","Richmond"
"51087201001","Richmond"
"51087200112","Richmond"
"51087201003","Richmond"
"51087200120","Richmond"
"51087200700","Richmond"
"51087200503","Richmond"
"51087200905","Richmond"
"51087200119","Richmond"
"51087200906","Richmond"
"51087200202","Richmond"
"51087200600","Richmond"
"51087200303","Richmond"
"51087200109","Richmond"
"51087200301","Richmond"
"51087201404","Richmond"
"51087200413","Richmond"
"51087200108","Richmond"
"51087200802","Richmond"
"51087201502","Richmond"
"51087200302","Richmond"
"51087201601","Richmond"
"51087200130","Richmond"
"51087200201","Richmond"
"51087201403","Richmond"
"51087200106","Richmond"
"51087200107","Richmond"
"51087200414","Richmond"
"51087200501","Richmond"
"51087200502","Richmond"
"51087200127","Richmond"
"51087200305","Richmond"
"51087200125","Richmond"
"51087200126","Richmond"
"51087200105","Richmond"
"51087200411","Richmond"
"51087200129","Richmond"
"51087200412","Richmond"
"51087200406","Richmond"
"51087200805","Richmond"
"51087200904","Richmond"
"51087200404","Richmond"
"51087200903","Richmond"
"51087201201","Richmond"
"51087200128","Richmond"
"51087200410","Richmond"
"51087201202","Richmond"
"51087201602","Richmond"
"51087200804","Richmond"
"51087201101","Richmond"
"51087200104","Richmond"
"51087201401","Richmond"
"51087200409","Richmond"
"51087201701","Richmond"
"51087980100","Richmond"
"51087201102","Richmond"
"51087200407","Richmond"
"51093280105","Virginia Beach"
"51093280200","Virginia Beach"
"51093280106","Virginia Beach"
"51093280103","Virginia Beach"
"51093280400","Virginia Beach"
"51093280104","Virginia Beach"
"51093280101","Virginia Beach"
"51093280300","Virginia Beach"
"51095080203","Virginia Beach"
"51095080301","Virginia Beach"
"51095080202","Virginia Beach"
"51095080303","Virginia Beach"
"51095080401","Virginia Beach"
"51095080206","Virginia Beach"
"51095080101","Virginia Beach"
"51095080304","Virginia Beach"
"51095080102","Virginia Beach"
"51095080402","Virginia Beach"
"51095080205","Virginia Beach"
"51127700100","Richmond"
"51127700200","Richmond"
"51127700300","Richmond"
"51131930300","Virginia Beach"
"51131930200","Virginia Beach"
"51131990100","Virginia Beach"
"51131930100","Virginia Beach"
"51145500200","Richmond"
"51145500300","Richmond"
"51145500400","Richmond"
"51145500101","Richmond"
"51145500102","Richmond"
"51149850502","Richmond"
"51149850501","Richmond"
"51149850400","Richmond"
"51149850200","Richmond"
"51149850100","Richmond"
"51149850301","Richmond"
"51149850302","Richmond"
"51175200500","Virginia Beach"
"51175200100","Virginia Beach"
"51175200400","Virginia Beach"
"51175200300","Virginia Beach"
"51175200200","Virginia Beach"
"51181860100","Richmond"
"51181860200","Richmond"
"51183870202","Richmond"
"51183870100","Richmond"
"51183870300","Richmond"
"51183870400","Richmond"
"51183870201","Richmond"
"51199050303","Virginia Beach"
"51199050900","Virginia Beach"
"51199050203","Virginia Beach"
"51199050305","Virginia Beach"
"51199050206","Virginia Beach"
"51199050304","Virginia Beach"
"51199990100","Virginia Beach"
"51199050500","Virginia Beach"
"51199050205","Virginia Beach"
"51199051100","Virginia Beach"
"51199050401","Virginia Beach"
"51199051000","Virginia Beach"
"51199050306","Virginia Beach"
"51199050204","Virginia Beach"
"51199050402","Virginia Beach"
"51550020003","Virginia Beach"
"51550020807","Virginia Beach"
"51550020002","Virginia Beach"
"51550021602","Virginia Beach"
"51550021601","Virginia Beach"
"51550020804","Virginia Beach"
"51550021012","Virginia Beach"
"51550020001","Virginia Beach"
"51550020200","Virginia Beach"
"51550021011","Virginia Beach"
"51550021006","Virginia Beach"
"51550020100","Virginia Beach"
"51550020805","Virginia Beach"
"51550020700","Virginia Beach"
"51550021102","Virginia Beach"
"51550021301","Virginia Beach"
"51550021013","Virginia Beach"
"51550020806","Virginia Beach"
"51550021005","Virginia Beach"
"51550021004","Virginia Beach"
"51550021302","Virginia Beach"
"51550021101","Virginia Beach"
"51550021010","Virginia Beach"
"51550020809","Virginia Beach"
"51550021402","Virginia Beach"
"51550021009","Virginia Beach"
"51550020600","Virginia Beach"
"51550020500","Virginia Beach"
"51550021200","Virginia Beach"
"51550020808","Virginia Beach"
"51550021501","Virginia Beach"
"51550021502","Virginia Beach"
"51550020906","Virginia Beach"
"51550020300","Virginia Beach"
"51550020905","Virginia Beach"
"51550020904","Virginia Beach"
"51550021401","Virginia Beach"
"51550020903","Virginia Beach"
"51550021403","Virginia Beach"
"51550021404","Virginia Beach"
"51550020400","Virginia Beach"
"51570830100","Richmond"
"51570830400","Richmond"
"51570830200","Richmond"
"51570830500","Richmond"
"51570830300","Richmond"
"51595890200","Richmond"
"51595890100","Richmond"
"51620090100","Virginia Beach"
"51620090200","Virginia Beach"
"51650010103","Virginia Beach"
"51650010200","Virginia Beach"
"51650010502","Virginia Beach"
"51650010104","Virginia Beach"
"51650010313","Virginia Beach"
"51650011400","Virginia Beach"
"51650010314","Virginia Beach"
"51650010400","Virginia Beach"
"51650011300","Virginia Beach"
"51650010306","Virginia Beach"
"51650011500","Virginia Beach"
"51650011200","Virginia Beach"
"51650010304","Virginia Beach"
"51650010900","Virginia Beach"
"51650011000","Virginia Beach"
"51650011100","Virginia Beach"
"51650010312","Virginia Beach"
"51650011800","Virginia Beach"
"51650011900","Virginia Beach"
"51650010501","Virginia Beach"
"51650011600","Virginia Beach"
"51650010311","Virginia Beach"
"51650010310","Virginia Beach"
"51650010307","Virginia Beach"
"51650012000","Virginia Beach"
"51650012100","Virginia Beach"
"51650010601","Virginia Beach"
"51650010703","Virginia Beach"
"51650010702","Virginia Beach"
"51650990100","Virginia Beach"
"51650010602","Virginia Beach"
"51650010701","Virginia Beach"
"51650010800","Virginia Beach"
"51650010309","Virginia Beach"
"51670820500","Richmond"
"51670980100","Richmond"
"51670820600","Richmond"
"51670820400","Richmond"
"51670820100","Richmond"
"51670820700","Richmond"
"51670820300","Richmond"
"51700032129","Virginia Beach"
"51700032132","Virginia Beach"
"51700032211","Virginia Beach"
"51700032131","Virginia Beach"
"51700030500","Virginia Beach"
"51700030600","Virginia Beach"
"51700032130","Virginia Beach"
"51700032212","Virginia Beach"
"51700032005","Virginia Beach"
"51700030100","Virginia Beach"
"51700032223","Virginia Beach"
"51700032002","Virginia Beach"
"51700032114","Virginia Beach"
"51700031901","Virginia Beach"
"51700031902","Virginia Beach"
"51700032113","Virginia Beach"
"51700032400","Virginia Beach"
"51700030900","Virginia Beach"
"51700032006","Virginia Beach"
"51700032001","Virginia Beach"
"51700030800","Virginia Beach"
"51700031400","Virginia Beach"
"51700032117","Virginia Beach"
"51700032007","Virginia Beach"
"51700031300","Virginia Beach"
"51700031800","Virginia Beach"
"51700032127","Virginia Beach"
"51700032128","Virginia Beach"
"51700031200","Virginia Beach"
"51700031100","Virginia Beach"
"51700032126","Virginia Beach"
"51700031500","Virginia Beach"
"51700032123","Virginia Beach"
"51700032124","Virginia Beach"
"51700032225","Virginia Beach"
"51700032300","Virginia Beach"
"51700030400","Virginia Beach"
"51700032224","Virginia Beach"
"51700031701","Virginia Beach"
"51700032226","Virginia Beach"
"51700031702","Virginia Beach"
"51700030300","Virginia Beach"
"51700031601","Virginia Beach"
"51700031602","Virginia Beach"
"51710003200","Virginia Beach"
"51710003100","Virginia Beach"
"51710006800","Virginia Beach"
"51710003300","Virginia Beach"
"51710002900","Virginia Beach"
"51710000202","Virginia Beach"
"51710003000","Virginia Beach"
"51710006602","Virginia Beach"
"51710006603","Virginia Beach"
"51710006604","Virginia Beach"
"51710006607","Virginia Beach"
"51710006606","Virginia Beach"
"51710002200","Virginia Beach"
"51710000201","Virginia Beach"
"51710001300","Virginia Beach"
"51710001400","Virginia Beach"
"51710001500","Virginia Beach"
"51710001600","Virginia Beach"
"51710001700","Virginia Beach"
"51710006605","Virginia Beach"
"51710002100","Virginia Beach"
"51710000600","Virginia Beach"
"51710002300","Virginia Beach"
"51710002800","Virginia Beach"
"51710006502","Virginia Beach"
"51710006601","Virginia Beach"
"51710001200","Virginia Beach"
"51710000300","Virginia Beach"
"51710002000","Virginia Beach"
"51710000500","Virginia Beach"
"51710980300","Virginia Beach"
"51710000700","Virginia Beach"
"51710002400","Virginia Beach"
"51710002500","Virginia Beach"
"51710005800","Virginia Beach"
"51710002700","Virginia Beach"
"51710000100","Virginia Beach"
"51710980100","Virginia Beach"
"51710980200","Virginia Beach"
"51710005601","Virginia Beach"
"51710005602","Virginia Beach"
"51710005701","Virginia Beach"
"51710005702","Virginia Beach"
"51710004300","Virginia Beach"
"51710005901","Virginia Beach"
"51710006901","Virginia Beach"
"51710006902","Virginia Beach"
"51710002600","Virginia Beach"
"51710001100","Virginia Beach"
"51710005000","Virginia Beach"
"51710005100","Virginia Beach"
"51710005500","Virginia Beach"
"51710004001","Virginia Beach"
"51710004002","Virginia Beach"
"51710990000","Virginia Beach"
"51710000400","Virginia Beach"
"51710004200","Virginia Beach"
"51710004400","Virginia Beach"
"51710005902","Virginia Beach"
"51710005903","Virginia Beach"
"51710006000","Virginia Beach"
"51710006100","Virginia Beach"
"51710006200","Virginia Beach"
"51710006400","Virginia Beach"
"51710006501","Virginia Beach"
"51710003400","Virginia Beach"
"51710003501","Virginia Beach"
"51710004500","Virginia Beach"
"51710004100","Virginia Beach"
"51710003800","Virginia Beach"
"51710000800","Virginia Beach"
"51710007001","Virginia Beach"
"51710004600","Virginia Beach"
"51710003600","Virginia Beach"
"51710003700","Virginia Beach"
"51710000901","Virginia Beach"
"51710007002","Virginia Beach"
"51710004800","Virginia Beach"
"51710004900","Virginia Beach"
"51710000902","Virginia Beach"
"51710004700","Virginia Beach"
"51730810500","Richmond"
"51730811300","Richmond"
"51730810100","Richmond"
"51730811200","Richmond"
"51730810400","Richmond"
"51730810600","Richmond"
"51730811100","Richmond"
"51730810300","Richmond"
"51730810900","Richmond"
"51730811000","Richmond"
"51730810700","Richmond"
"51735340100","Virginia Beach"
"51735340200","Virginia Beach"
"51735990100","Virginia Beach"
"51735340300","Virginia Beach"
"51740211900","Virginia Beach"
"51740212000","Virginia Beach"
"51740212500","Virginia Beach"
"51740210200","Virginia Beach"
"51740212100","Virginia Beach"
"51740213002","Virginia Beach"
"51740212300","Virginia Beach"
"51740211700","Virginia Beach"
"51740211800","Virginia Beach"
"51740210300","Virginia Beach"
"51740210400","Virginia Beach"
"51740212400","Virginia Beach"
"51740213101","Virginia Beach"
"51740213001","Virginia Beach"
"51740213103","Virginia Beach"
"51740213104","Virginia Beach"
"51740211600","Virginia Beach"
"51740210600","Virginia Beach"
"51740211100","Virginia Beach"
"51740210900","Virginia Beach"
"51740210500","Virginia Beach"
"51740212900","Virginia Beach"
"51740212600","Virginia Beach"
"51740212802","Virginia Beach"
"51740212701","Virginia Beach"
"51740213200","Virginia Beach"
"51740212801","Virginia Beach"
"51740980100","Virginia Beach"
"51740211400","Virginia Beach"
"51740211500","Virginia Beach"
"51740212702","Virginia Beach"
"51760021000","Richmond"
"51760070601","Richmond"
"51760021200","Richmond"
"51760020800","Richmond"
"51760020900","Richmond"
"51760071001","Richmond"
"51760070602","Richmond"
"51760021100","Richmond"
"51760020700","Richmond"
"51760010402","Richmond"
"51760010500","Richmond"
"51760010600","Richmond"
"51760070900","Richmond"
"51760070801","Richmond"
"51760070802","Richmond"
"51760011000","Richmond"
"51760070700","Richmond"
"51760020600","Richmond"
"51760070300","Richmond"
"51760070400","Richmond"
"51760010300","Richmond"
"51760010700","Richmond"
"51760010800","Richmond"
"51760010900","Richmond"
"51760040500","Richmond"
"51760011100","Richmond"
"51760020100","Richmond"
"51760020200","Richmond"
"51760060200","Richmond"
"51760020400","Richmond"
"51760010401","Richmond"
"51760040300","Richmond"
"51760040400","Richmond"
"51760050300","Richmond"
"51760050400","Richmond"
"51760050500","Richmond"
"51760050600","Richmond"
"51760040800","Richmond"
"51760060400","Richmond"
"51760071002","Richmond"
"51760071100","Richmond"
"51760020300","Richmond"
"51760010200","Richmond"
"51760041600","Richmond"
"51760050100","Richmond"
"51760050200","Richmond"
"51760060700","Richmond"
"51760040900","Richmond"
"51760040600","Richmond"
"51760040700","Richmond"
"51760070100","Richmond"
"51760060800","Richmond"
"51760060500","Richmond"
"51760060600","Richmond"
"51760041100","Richmond"
"51760030100","Richmond"
"51760060900","Richmond"
"51760020500","Richmond"
"51760040200","Richmond"
"51760061000","Richmond"
"51760030200","Richmond"
"51760041000","Richmond"
"51760041400","Richmond"
"51760041200","Richmond"
"51760030500","Richmond"
"51760041300","Richmond"
"51800065200","Virginia Beach"
"51800065100","Virginia Beach"
"51800075302","Virginia Beach"
"51800075401","Virginia Beach"
"51800075101","Virginia Beach"
"51800065500","Virginia Beach"
"51800075403","Virginia Beach"
"51800065300","Virginia Beach"
"51800065400","Virginia Beach"
"51800075803","Virginia Beach"
"51800075703","Virginia Beach"
"51800075801","Virginia Beach"
"51800075802","Virginia Beach"
"51800075405","Virginia Beach"
"51800075402","Virginia Beach"
"51800075204","Virginia Beach"
"51800075404","Virginia Beach"
"51800075701","Virginia Beach"
"51800075301","Virginia Beach"
"51800075501","Virginia Beach"
"51800075102","Virginia Beach"
"51800075201","Virginia Beach"
"51800075202","Virginia Beach"
"51800075702","Virginia Beach"
"51800075203","Virginia Beach"
"51800075502","Virginia Beach"
"51800075601","Virginia Beach"
"51800075602","Virginia Beach"
"51810046221","Virginia Beach"
"51810046222","Virginia Beach"
"51810046223","Virginia Beach"
"51810046400","Virginia Beach"
