"COUNTY","GEOID","DESCRIPTION","REGION","YEAR","UNEMPLOYMENT","IN_LABOR_FORCE","FRONTLINE_OCC","HIGH_UNEMP_OCC","UNEMPLOYMENT_2019_RR","FRONTLINE_OCC_RR","HIGH_UNEMP_OCC_RR"
"42003","4201804","Allegheny County (East)--Monroeville Municipality, Plum & Wilkinsburg Boroughs, Pennsylvania","Pittsburgh, PA",2019,0.028,0.534,0.344,0.118,1.18,1.17,0.88
"42003","4201802","Allegheny County (North)--Franklin Park Borough & Allison Park, Pennsylvania","Pittsburgh, PA",2019,0.016,0.528,0.259,0.101,0.67,0.88,0.75
"42003","4201807","Allegheny County (South)--Bethel Park Municipality & Jefferson Hills Borough, Pennsylvania","Pittsburgh, PA",2019,0.029,0.525,0.268,0.098,1.22,0.91,0.73
"42003","4201702","Pittsburgh City (South), Pennsylvania","Pittsburgh, PA",2019,0.031,0.618,0.318,0.13,1.3,1.09,0.97
"42003","4201806","Allegheny County (South Central)--Baldwin & Whitehall Boroughs, Pennsylvania","Pittsburgh, PA",2019,0.009,0.517,0.259,0.172,0.38,0.88,1.28
"42007","4201502","Beaver County (South), Pennsylvania","Pittsburgh, PA",2019,0.029,0.52,0.326,0.127,1.22,1.11,0.95
"42019","4201600","Butler County, Pennsylvania","Pittsburgh, PA",2019,0.017,0.517,0.316,0.128,0.72,1.08,0.95
"42051","4203900","Fayette County, Pennsylvania","Pittsburgh, PA",2019,0.045,0.444,0.352,0.126,1.89,1.2,0.94
"42125","4204002","Washington (South) & Greene Counties, Pennsylvania","Pittsburgh, PA",2019,0.026,0.45,0.319,0.149,1.09,1.09,1.11
"42125","4204001","Washington County (North)--Washington City, Pennsylvania","Pittsburgh, PA",2019,0.022,0.536,0.256,0.132,0.93,0.87,0.98
"42129","4202003","Westmoreland County (East), Pennsylvania","Pittsburgh, PA",2019,0.024,0.513,0.257,0.185,1.01,0.88,1.38
"42129","4202002","Westmoreland County (Southwest)--Greensburg City, Pennsylvania","Pittsburgh, PA",2019,0.019,0.508,0.325,0.141,0.8,1.11,1.05
"42129","4202001","Westmoreland County (Northwest)--Murrysville Municipality & New Kensington City, Pennsylvania","Pittsburgh, PA",2019,0.02,0.502,0.291,0.147,0.84,0.99,1.09
"42011","4202703","Berks County (East), Pennsylvania","Reading, PA",2019,0.02,0.561,0.321,0.117,0.74,0.95,1.06
"42011","4202701","Berks County (Northwest)--Wyomissing Borough, Pennsylvania","Reading, PA",2019,0.017,0.529,0.314,0.092,0.63,0.93,0.83
"42011","4202702","Berks County (Southwest)--Reading City, Pennsylvania","Reading, PA",2019,0.045,0.501,0.381,0.123,1.67,1.13,1.11
"42013","4202200","Blair & Huntingdon Counties--Altoona City, Pennsylvania","Altoona, PA",2019,0.02,0.485,0.407,0.131,1,1,1
"42015","4200400","Bradford, Tioga & Sullivan Counties, Pennsylvania","Sayre, PA",2019,0.012,0.46,0.423,0.117,1,1,1
"42021","4202100","Cambria County, Pennsylvania","Johnstown, PA",2019,0.016,0.451,0.371,0.107,1,1,1
"42027","4201200","Centre County, Pennsylvania","State College, PA",2019,0.028,0.509,0.188,0.154,1,1,1
"42033","4200300","Clearfield, McKean, Elk, Potter & Cameron Counties, Pennsylvania","DuBois, PA",2019,0.023,0.475,0.371,0.106,1,1,1
"42037","4200803","Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough, Pennsylvania","Bloomsburg-Berwick, PA",2019,0.016,0.509,0.358,0.153,1,1,1
"42039","4200200","Crawford & Warren Counties, Pennsylvania","Meadville, PA",2019,0.017,0.482,0.346,0.119,1,1,1
"42041","4202302","Cumberland County (East), Pennsylvania","Harrisburg-Carlisle, PA",2019,0.015,0.543,0.267,0.133,0.92,0.82,1.02
"42041","4202301","Cumberland (West) & Perry Counties--Carlisle Borough, Pennsylvania","Harrisburg-Carlisle, PA",2019,0.009,0.528,0.336,0.134,0.55,1.04,1.03
"42043","4202401","Dauphin County (Central)--Harrisburg City & Colonial Park, Pennsylvania","Harrisburg-Carlisle, PA",2019,0.027,0.529,0.368,0.121,1.65,1.14,0.93
"42043","4202402","Dauphin County (Outer)--Hershey, Pennsylvania","Harrisburg-Carlisle, PA",2019,0.012,0.498,0.329,0.137,0.74,1.01,1.05
"42049","4200101","Erie City, Lawrence Park Township & Wesleyville Borough, Pennsylvania","Erie, PA",2019,0.034,0.466,0.335,0.182,1.33,0.97,1.17
"42049","4200102","Erie County (Outer), Pennsylvania","Erie, PA",2019,0.021,0.51,0.351,0.141,0.82,1.02,0.91
"42055","4203702","Franklin County (Outside Washington Township & Waynesboro Borough), Pennsylvania","Chambersburg-Waynesboro, PA",2019,0.012,0.466,0.4,0.108,1,1,1
"42063","4201900","Indiana & Armstrong Counties, Pennsylvania","Indiana, PA",2019,0.015,0.485,0.377,0.107,1,1,1
"42069","4200701","Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs, Pennsylvania","Scranton--Wilkes-Barre--Hazleton, PA",2019,0.041,0.501,0.332,0.133,1.62,0.99,0.96
"42069","4200702","Lackawanna (Outside Greater Scranton City) & Wyoming Counties, Pennsylvania","Scranton--Wilkes-Barre--Hazleton, PA",2019,0.011,0.484,0.317,0.144,0.44,0.95,1.04
"42079","4200802","Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities, Pennsylvania","Scranton--Wilkes-Barre--Hazleton, PA",2019,0.027,0.509,0.369,0.131,1.07,1.1,0.95
"42079","4200801","Luzerne County (East)--Kingston Borough, Pennsylvania","Scranton--Wilkes-Barre--Hazleton, PA",2019,0.024,0.521,0.323,0.144,0.95,0.96,1.04
"42071","4203504","Lancaster County (Southwest)--Columbia Borough, Pennsylvania","Lancaster, PA",2019,0.015,0.521,0.328,0.125,0.95,0.98,0.9
"42071","4203502","Lancaster County (Northwest)--Elizabethtown Borough, Pennsylvania","Lancaster, PA",2019,0.01,0.545,0.331,0.119,0.63,0.99,0.85
"42071","4203503","Lancaster County (East)--Ephrata Borough, Pennsylvania","Lancaster, PA",2019,0.017,0.501,0.35,0.14,1.07,1.05,1.01
"42071","4203501","Lancaster County--Lancaster City, East Lampeter, Lancaster & West Lampeter Townships, Pennsylvania","Lancaster, PA",2019,0.021,0.53,0.324,0.174,1.33,0.97,1.25
"42073","4201501","Lawrence & Beaver (North) Counties--New Castle City, Pennsylvania","New Castle, PA",2019,0.03,0.507,0.325,0.142,1,1,1
"42075","4202500","Lebanon County, Pennsylvania","Lebanon, PA",2019,0.011,0.528,0.408,0.135,1,1,1
"42081","4200900","Lycoming & Clinton Counties, Pennsylvania","Williamsport, PA",2019,0.023,0.473,0.324,0.134,1,1,1
"42087","4201100","Mifflin, Union, Snyder & Juniata Counties, Pennsylvania","Lewistown, PA",2019,0.021,0.458,0.362,0.101,1,1,1
"42089","4200600","Monroe County, Pennsylvania","East Stroudsburg, PA",2019,0.017,0.508,0.31,0.202,1,1,1
"42097","4201000","Northumberland & Montour Counties, Pennsylvania","Sunbury, PA",2019,0.02,0.489,0.421,0.124,1,1,1
"42107","4202600","Schuylkill County, Pennsylvania","Pottsville, PA",2019,0.02,0.483,0.403,0.095,1,1,1
"42111","4203800","Somerset, Bedford & Fulton Counties, Pennsylvania","Somerset, PA",2019,0.018,0.454,0.393,0.14,1,1,1
"42121","4201300","Venango, Jefferson, Clarion & Forest Counties, Pennsylvania","Oil City, PA",2019,0.026,0.459,0.361,0.129,1,1,1
"42133","4203603","York County (South), Pennsylvania","York-Hanover, PA",2019,0.021,0.515,0.303,0.104,1.06,0.92,0.82
"42133","4203602","York County (North)--Weigelstown, Pennsylvania","York-Hanover, PA",2019,0.016,0.572,0.291,0.134,0.8,0.88,1.05
"42133","4203601","York County (Central)--York City & Shiloh, Pennsylvania","York-Hanover, PA",2019,0.022,0.514,0.386,0.143,1.11,1.17,1.12
"45007","4500200","Anderson County--Anderson City, South Carolina","Greenville-Anderson-Mauldin, SC",2019,0.024,0.493,0.349,0.134,1.11,1.15,0.91
"45045","4500105","Greenville (South) & Laurens Counties--Simpsonville, Laurens & Clinton Cities, South Carolina","Greenville-Anderson-Mauldin, SC",2019,0.019,0.487,0.313,0.122,0.88,1.03,0.83
"45045","4500103","Greenville County (North Central & Outside Greenville City)--Wade Hampton & Berea, South Carolina","Greenville-Anderson-Mauldin, SC",2019,0.025,0.492,0.267,0.169,1.16,0.88,1.15
"45045","4500104","Greenville County (Central)--Greenville & Mauldin Cities, South Carolina","Greenville-Anderson-Mauldin, SC",2019,0.019,0.561,0.276,0.172,0.88,0.91,1.17
"45045","4500102","Greenville County (North)--Greer City (North & West) & Taylors (Central & East), South Carolina","Greenville-Anderson-Mauldin, SC",2019,0.015,0.506,0.335,0.127,0.69,1.11,0.86
"45077","4500101","Pickens & Oconee Counties--Easley & Clemson Cities, South Carolina","Greenville-Anderson-Mauldin, SC",2019,0.024,0.477,0.28,0.158,1.11,0.92,1.07
"45013","4501400","Beaufort & Jasper Counties--Hilton Head Island, Bluffton Towns & Beaufort City, South Carolina","Hilton Head Island-Bluffton-Beaufort, SC",2019,0.015,0.464,0.243,0.164,1,1,1
"45021","4500400","Cherokee, Newberry, Chester & Union Counties, South Carolina","Gaffney, SC",2019,0.021,0.449,0.403,0.116,1,1,1
"45041","4500900","Florence & Darlington Counties--Florence City, South Carolina","Florence, SC",2019,0.019,0.454,0.369,0.114,1,1,1
"45043","4501000","Georgetown, Marion & Dillon Counties, South Carolina","Georgetown, SC",2019,0.012,0.423,0.356,0.155,1,1,1
"45047","4501600","Greenwood, Abbeville & McCormick Counties, South Carolina","Greenwood, SC",2019,0.011,0.429,0.333,0.166,1,1,1
"45055","4500605","Kershaw, Richland (South) & Calhoun Counties, South Carolina","Columbia, SC",2019,0.027,0.462,0.272,0.163,1.06,1.1,1.05
"45063","4500602","Lexington County (North & East)--West Columbia, Cayce Cities, Irmo Town & Seven Oaks, South Carolina","Columbia, SC",2019,0.018,0.558,0.264,0.156,0.71,1.07,1.01
"45063","4500601","Lexington (South & West) & Saluda Counties--Lexington Town & Red Bank, South Carolina","Columbia, SC",2019,0.022,0.458,0.299,0.127,0.87,1.21,0.82
"45079","4500603","Richland (North) & Fairfield Counties--Forest Acres City & Dentsville, South Carolina","Columbia, SC",2019,0.031,0.516,0.214,0.158,1.22,0.86,1.02
"45079","4500604","Richland County (Central)--Columbia City, South Carolina","Columbia, SC",2019,0.027,0.527,0.216,0.169,1.06,0.87,1.09
"45075","4501300","Orangeburg, Colleton, Barnwell, Hampton, Bamberg & Allendale Counties, South Carolina","Orangeburg, SC",2019,0.033,0.411,0.363,0.129,1,1,1
"45083","4500301","Spartanburg County (Central)--Spartanburg City, South Carolina","Spartanburg, SC",2019,0.032,0.457,0.315,0.186,1.49,0.92,1.22
"45083","4500302","Spartanburg County (Outside Spartanburg City)--Greer City (East), South Carolina","Spartanburg, SC",2019,0.015,0.488,0.358,0.131,0.7,1.05,0.86
"45085","4500800","Sumter, Clarendon, Williamsburg & Lee Counties--Sumter City, South Carolina","Sumter, SC",2019,0.034,0.444,0.298,0.149,1,1,1
"46011","4600400","Jackrabbit Region, South Dakota","Brookings, SD",2019,0.014,0.528,0.394,0.115,1,1,1
"46013","4600300","Northeast South Dakota, South Dakota","Aberdeen, SD",2019,0.013,0.532,0.413,0.134,1,1,1
"46065","4600200","Lakota Region, South Dakota","Pierre, SD",2019,0.029,0.417,0.371,0.102,1,1,1
"46099","4600500","Southeast South Dakota (Outside Sioux Falls City), South Dakota","Sioux Falls, SD",2019,0.01,0.534,0.331,0.115,0.77,1.02,0.84
"46099","4600600","Sioux Falls City, South Dakota","Sioux Falls, SD",2019,0.015,0.574,0.321,0.152,1.16,0.99,1.11
"46103","4600100","West South Dakota--Rapid City, South Dakota","Rapid City, SD",2019,0.025,0.537,0.292,0.169,1,1,1
"47001","4701601","Anderson, Union & Knox (North) Counties--Oak Ridge (East) & Clinton Cities, Tennessee","Knoxville, TN",2019,0.04,0.456,0.358,0.119,2.02,1.15,0.85
"47009","4701700","Blount County, Tennessee","Knoxville, TN",2019,0.019,0.482,0.347,0.187,0.96,1.11,1.33
"47013","4700900","Campbell, Claiborne, Scott, Morgan & Hancock Counties, Tennessee","Knoxville, TN",2019,0.026,0.393,0.379,0.096,1.31,1.21,0.69
"47093","4701603","Knoxville City, Tennessee","Knoxville, TN",2019,0.019,0.516,0.259,0.174,0.96,0.83,1.24
"47093","4701604","Knox County (West)--Farragut Town, Tennessee","Knoxville, TN",2019,0.012,0.525,0.261,0.142,0.61,0.84,1.01
"47093","4701602","Knox County (East), Tennessee","Knoxville, TN",2019,0.012,0.481,0.298,0.146,0.61,0.96,1.04
"47145","4701800","Roane, Loudon & Monroe Counties--Oak Ridge City (West), Tennessee","Knoxville, TN",2019,0.018,0.44,0.346,0.089,0.91,1.11,0.64
"47011","4701900","Bradley, McMinn & Polk Counties--Cleveland City, Tennessee","Cleveland, TN",2019,0.025,0.457,0.368,0.126,1,1,1
"47031","4702200","Coffee, Franklin, Lincoln & Moore Counties, Tennessee","Tullahoma-Manchester, TN",2019,0.018,0.475,0.352,0.133,1,1,1
"47035","4700800","Cumberland, White, Fentress & Van Buren Counties, Tennessee","Crossville, TN",2019,0.026,0.413,0.325,0.168,1,1,1
"47037","4702502","Nashville-Davidson (North), Tennessee","Nashville-Davidson--Murfreesboro--Franklin, TN",2019,0.034,0.545,0.308,0.177,1.79,1.11,1.16
"47037","4702504","Nashville-Davidson (Southeast), Tennessee","Nashville-Davidson--Murfreesboro--Franklin, TN",2019,0.018,0.593,0.236,0.188,0.95,0.85,1.24
"47037","4702505","Nashville-Davidson (Southwest), Tennessee","Nashville-Davidson--Murfreesboro--Franklin, TN",2019,0.017,0.595,0.251,0.156,0.89,0.9,1.03
"47037","4702503","Nashville-Davidson (Central), Tennessee","Nashville-Davidson--Murfreesboro--Franklin, TN",2019,0.033,0.641,0.205,0.187,1.74,0.74,1.23
"47037","4702501","Nashville-Davidson (East), Tennessee","Nashville-Davidson--Murfreesboro--Franklin, TN",2019,0.027,0.587,0.233,0.156,1.42,0.84,1.03
"47119","4702700","Maury, Bedford & Marshall Counties, Tennessee","Nashville-Davidson--Murfreesboro--Franklin, TN",2019,0.019,0.496,0.342,0.136,1,1.23,0.89
"47147","4700400","Robertson, Dickson, Cheatham & Hickman Counties, Tennessee","Nashville-Davidson--Murfreesboro--Franklin, TN",2019,0.014,0.486,0.334,0.127,0.74,1.2,0.83
"47149","4702402","Rutherford County (South)--Murfreesboro City, Tennessee","Nashville-Davidson--Murfreesboro--Franklin, TN",2019,0.019,0.564,0.296,0.14,1,1.07,0.92
"47149","4702401","Rutherford County (North)--Smyrna Town & La Vergne City, Tennessee","Nashville-Davidson--Murfreesboro--Franklin, TN",2019,0.013,0.551,0.275,0.154,0.68,0.99,1.01
"47165","4700500","Sumner County--Hendersonville City, Tennessee","Nashville-Davidson--Murfreesboro--Franklin, TN",2019,0.013,0.518,0.287,0.144,0.68,1.03,0.95
"47187","4702600","Williamson County--Franklin & Brentwood Cities, Tennessee","Nashville-Davidson--Murfreesboro--Franklin, TN",2019,0.007,0.534,0.247,0.164,0.37,0.89,1.08
"47189","4702300","Wilson County--Lebanon & Mount Juliet Cities, Tennessee","Nashville-Davidson--Murfreesboro--Franklin, TN",2019,0.026,0.538,0.331,0.105,1.37,1.19,0.69
"47059","4701200","Greene, Carter, Unicoi & Johnson Counties, Tennessee","Greeneville, TN",2019,0.016,0.431,0.355,0.098,1,1,1
"47063","4701400","Hamblen, Cocke & Grainger Counties, Tennessee","Morristown, TN",2019,0.026,0.439,0.317,0.149,1,1,1
"47073","4701000","Hawkins & Sullivan (Northwest) Counties--Kingsport City, Tennessee","Kingsport-Bristol-Bristol, TN-VA",2019,0.019,0.445,0.308,0.187,0.97,1.02,1.19
"47163","4701100","Sullivan County (Southeast)--Bristol City, Tennessee","Kingsport-Bristol-Bristol, TN-VA",2019,0.024,0.481,0.26,0.132,1.23,0.86,0.84
"51191","5151020","Mount Rogers Planning District Commission, Virginia","Kingsport-Bristol-Bristol, TN-VA",2019,0.017,0.451,0.326,0.155,0.87,1.08,0.99
"47099","4702800","Lawrence, Giles, Wayne, Lewis & Perry Counties, Tennessee","Lawrenceburg, TN",2019,0.035,0.453,0.389,0.14,1,1,1
"47113","4703000","Madison & Chester Counties--Jackson City, Tennessee","Jackson, TN",2019,0.027,0.462,0.313,0.142,1,1,1
"47141","4700700","Putnam, Overton, Jackson, Clay & Pickett Counties, Tennessee","Cookeville, TN",2019,0.018,0.451,0.321,0.123,1,1,1
"47143","4702100","Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties, Tennessee","Dayton, TN",2019,0.038,0.417,0.308,0.127,1,1,1
"47155","4701500","Sevier & Jefferson Counties, Tennessee","Sevierville, TN",2019,0.023,0.491,0.239,0.294,1,1,1
"47177","4700600","Warren, Macon, Smith, DeKalb, Cannon & Trousdale Counties, Tennessee","McMinnville, TN",2019,0.008,0.467,0.341,0.15,1,1,1
"47179","4701300","Washington County--Johnson City, Tennessee","Johnson City, TN",2019,0.03,0.519,0.299,0.171,1,1,1
"47183","4700200","Land Between the Lakes--Weakley, Henry, Carroll, Humphreys, Benton & Houston Counties, Tennessee","Martin, TN",2019,0.021,0.434,0.366,0.104,1,1,1
"48005","4804000","Deep East Texas COG (Central)--Angelina & Nacogdoches Counties, Texas","Lufkin, TX",2019,0.023,0.488,0.343,0.14,1,1,1
"48021","4805100","Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties, Texas","Austin-Round Rock, TX",2019,0.018,0.455,0.233,0.136,0.83,1.22,0.89
"48209","4805400","Capital Area COG (Southwest)--Hays County, Texas","Austin-Round Rock, TX",2019,0.021,0.546,0.212,0.187,0.97,1.11,1.23
"48453","4805302","Austin City (North), Texas","Austin-Round Rock, TX",2019,0.024,0.59,0.203,0.178,1.11,1.07,1.17
"48453","4805308","Austin City (Southwest), Lost Creek & Barton Creek, Texas","Austin-Round Rock, TX",2019,0.007,0.57,0.158,0.113,0.32,0.83,0.74
"48453","4805309","Travis County (West, South & Outside Austin City), Texas","Austin-Round Rock, TX",2019,0.013,0.512,0.197,0.144,0.6,1.03,0.95
"48453","4805303","Austin City (Northeast), Texas","Austin-Round Rock, TX",2019,0.034,0.607,0.209,0.172,1.57,1.1,1.13
"48453","4805306","Austin City (Central), Texas","Austin-Round Rock, TX",2019,0.025,0.611,0.138,0.116,1.16,0.72,0.76
"48453","4805305","Austin City (Northwest), Texas","Austin-Round Rock, TX",2019,0.012,0.572,0.15,0.092,0.56,0.79,0.6
"48453","4805304","Austin City (Southeast), Texas","Austin-Round Rock, TX",2019,0.019,0.614,0.154,0.238,0.88,0.81,1.56
"48453","4805301","Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch, Texas","Austin-Round Rock, TX",2019,0.028,0.599,0.197,0.149,1.3,1.03,0.98
"48453","4805307","Austin City (South), Texas","Austin-Round Rock, TX",2019,0.015,0.683,0.172,0.184,0.69,0.9,1.21
"48491","4805203","Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville, Texas","Austin-Round Rock, TX",2019,0.024,0.612,0.164,0.124,1.11,0.86,0.81
"48491","4805204","Capital Area COG--Williamson County (West)--Cedar Park & Leander Cities, Texas","Austin-Round Rock, TX",2019,0.03,0.566,0.201,0.129,1.39,1.05,0.85
"48491","4805202","Capital Area COG--Williamson County (Southeast)--Round Rock City, Texas","Austin-Round Rock, TX",2019,0.02,0.568,0.241,0.154,0.93,1.26,1.01
"48491","4805201","Capital Area COG--Williamson County (North)--Georgetown (East) & Taylor Cities, Texas","Austin-Round Rock, TX",2019,0.029,0.49,0.231,0.134,1.34,1.21,0.88
"48027","4803502","Central Texas COG--Bell County (North, East & South)--Temple & Belton Cities, Texas","Killeen-Temple, TX",2019,0.022,0.497,0.27,0.137,0.75,1.15,0.98
"48027","4803501","Central Texas COG--Bell County (West)--Killeen & Harker Heights Cities, Texas","Killeen-Temple, TX",2019,0.047,0.506,0.21,0.141,1.59,0.9,1.01
"48099","4803400","Central Texas COG (West), Burnet & Llano Counties, Texas","Killeen-Temple, TX",2019,0.019,0.44,0.22,0.143,0.64,0.94,1.02
"48029","4805905","San Antonio City (West)--Inside Loop I-410, Texas","San Antonio-New Braunfels, TX",2019,0.027,0.465,0.244,0.218,1.26,0.97,1.34
"48029","4805916","Bexar County (Northeast)--San Antonio (Northeast), Universal City & Converse Cities, Texas","San Antonio-New Braunfels, TX",2019,0.029,0.527,0.2,0.181,1.35,0.79,1.11
"48029","4805903","San Antonio City (Southeast)--Inside Loop I-410, Texas","San Antonio-New Braunfels, TX",2019,0.02,0.442,0.251,0.176,0.93,0.99,1.08
"48029","4805904","San Antonio City (Northwest)--Inside Loop I-410, Texas","San Antonio-New Braunfels, TX",2019,0.027,0.505,0.223,0.209,1.26,0.88,1.28
"48029","4805909","San Antonio (Northwest) & Leon Valley Cities, Texas","San Antonio-New Braunfels, TX",2019,0.027,0.538,0.286,0.178,1.26,1.13,1.09
"48029","4805914","Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities, Texas","San Antonio-New Braunfels, TX",2019,0.014,0.518,0.266,0.149,0.65,1.05,0.92
"48029","4805910","San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410, Texas","San Antonio-New Braunfels, TX",2019,0.026,0.567,0.231,0.165,1.21,0.91,1.01
"48029","4805915","Bexar County (North)--San Antonio City (Far North) & Timberwood Park, Texas","San Antonio-New Braunfels, TX",2019,0.011,0.566,0.221,0.151,0.51,0.87,0.93
"48029","4805913","San Antonio (Northeast), Kirby & Windcrest Cities, Texas","San Antonio-New Braunfels, TX",2019,0.013,0.479,0.306,0.157,0.61,1.21,0.97
"48029","4805912","San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410, Texas","San Antonio-New Braunfels, TX",2019,0.025,0.57,0.261,0.154,1.17,1.03,0.95
"48029","4805906","San Antonio City (Southwest)--Inside Loop I-410, Texas","San Antonio-New Braunfels, TX",2019,0.027,0.479,0.253,0.199,1.26,1,1.22
"48029","4805901","San Antonio City (Central), Texas","San Antonio-New Braunfels, TX",2019,0.039,0.454,0.288,0.154,1.82,1.14,0.95
"48029","4805902","San Antonio City (Northeast)--Inside Loop I-410, Texas","San Antonio-New Braunfels, TX",2019,0.015,0.522,0.255,0.191,0.7,1.01,1.17
"48029","4805907","Bexar County (South)--San Antonio City (Far South), Texas","San Antonio-New Braunfels, TX",2019,0.03,0.449,0.273,0.136,1.4,1.08,0.84
"48029","4805908","San Antonio City (West)--Between Loop TX-1604 & Loop I-410, Texas","San Antonio-New Braunfels, TX",2019,0.02,0.559,0.245,0.147,0.93,0.97,0.9
"48029","4805911","San Antonio City (North), Hollywood Park Town & Shavano Park City, Texas","San Antonio-New Braunfels, TX",2019,0.015,0.557,0.223,0.169,0.7,0.88,1.04
"48091","4805800","Alamo Area COG (Northeast)--Comal County, Texas","San Antonio-New Braunfels, TX",2019,0.013,0.51,0.226,0.154,0.61,0.89,0.95
"48187","4805700","Alamo Area COG (Northeast)--Guadalupe County, Texas","San Antonio-New Braunfels, TX",2019,0.02,0.524,0.261,0.135,0.93,1.03,0.83
"48325","4806100","Alamo Area COG (Southwest), Texas","San Antonio-New Braunfels, TX",2019,0.018,0.445,0.3,0.162,0.84,1.19,1
"48493","4805500","Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties, Texas","San Antonio-New Braunfels, TX",2019,0.022,0.427,0.258,0.091,1.03,1.02,0.56
"48039","4804801","Houston-Galveston Area Council--Brazoria County (North)--Pearland City, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.008,0.537,0.277,0.077,0.33,1.17,0.55
"48039","4804803","Houston-Galveston Area Council--Brazoria County (Southwest)--Lake Jackson City, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.017,0.455,0.201,0.161,0.71,0.85,1.16
"48039","4804802","Houston-Galveston Area Council--Brazoria County (Central)--Alvin City, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.019,0.485,0.217,0.1,0.79,0.91,0.72
"48157","4804903","Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.02,0.511,0.257,0.169,0.83,1.08,1.21
"48157","4804901","Fort Bend County (East)--Missouri City, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.033,0.521,0.284,0.12,1.37,1.2,0.86
"48157","4804902","Fort Bend County (Northeast)--Sugar Land & Stafford Cities, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.018,0.539,0.292,0.104,0.75,1.23,0.75
"48157","4804905","Fort Bend County (West & South), Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.018,0.495,0.242,0.097,0.75,1.02,0.7
"48157","4804904","Fort Bend County (North)--Mission Bend (Southwest), Cinco Ranch & Four Corners, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.009,0.503,0.265,0.122,0.37,1.12,0.88
"48167","4804702","Galveston County (Northwest)--League City & Friendswood City, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.018,0.532,0.257,0.123,0.75,1.08,0.88
"48167","4804701","Galveston County (Central, South & East)--Galveston, Texas City & La Marque Cities, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.032,0.492,0.236,0.171,1.33,0.99,1.23
"48201","4804625","Harris County (North)--Houston (North), Humble Cities & Atascocita, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.02,0.507,0.223,0.124,0.83,0.94,0.89
"48201","4804627","Harris County (Far North)--Spring, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.034,0.577,0.278,0.142,1.41,1.17,1.02
"48201","4804614","Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.043,0.555,0.21,0.24,1.79,0.88,1.72
"48201","4804611","Houston City (Northwest)--Between Loop I-610 & Beltway TX-8, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.022,0.514,0.229,0.113,0.92,0.96,0.81
"48201","4804630","Harris County (Far North)--Tomball City & The Woodlands (Southwest), Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.016,0.492,0.223,0.148,0.67,0.94,1.06
"48201","4804619","Houston (Southeast) & South Houston Cities--Inside Beltway TX-8, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.045,0.532,0.254,0.214,1.87,1.07,1.54
"48201","4804628","Harris County (Northwest)--Jersey Village City--Between Beltway TX-8 & FM-1960, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.03,0.569,0.205,0.14,1.25,0.86,1.01
"48201","4804607","Houston City (Northeast)--Between Loop I-610 & Beltway TX-8, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.039,0.429,0.26,0.137,1.62,1.09,0.98
"48201","4804626","Harris County (North)--Houston City (North)--I-45, Between Beltway TX-8 & FM-1960, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.025,0.482,0.298,0.141,1.04,1.25,1.01
"48201","4804613","Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.02,0.58,0.174,0.159,0.83,0.73,1.14
"48201","4804609","Houston City (North)--South of Aldine & Inside Beltway TX-8, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.034,0.463,0.229,0.141,1.41,0.96,1.01
"48201","4804601","Houston City (North Central)--North of I-10 & Inside Loop I-610, Texas","Houston-The Woodlands-Sugar Land, TX",2019,0.013,0.575,0.207,0.1,0.54,0.87,0.72
